,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters,hamming_factors_decays
38,50,0.0,604,0.05936079996172339,"[2, 6, 1, 2, 5, 3, 6, 4, 4, 8, 8, 0, 5, 4, 7, 5, 7, 5, 0, 3]",200,0.8,100,
39,100,0.0,604,0.05936079996172339,"[2, 6, 1, 2, 5, 3, 6, 4, 4, 8, 8, 0, 5, 4, 7, 5, 7, 5, 0, 3]",200,0.8,100,
40,0,5.0,300,0.019239300047047436,"[7, 5, 1, 8, 7, 8, 2, 7, 7, 7, 8, 4, 2, 6, 4, 3, 0, 7, 5, 5]",300,0.2,100,
41,10,0.0,602,0.055138800002168864,"[5, 8, 6, 1, 8, 5, 0, 0, 2, 7, 6, 8, 4, 2, 5, 6, 4, 6, 0, 3]",300,0.2,100,
42,20,0.0,602,0.055138800002168864,"[5, 8, 6, 1, 8, 5, 0, 0, 2, 7, 6, 8, 4, 2, 5, 6, 4, 6, 0, 3]",300,0.2,100,
43,50,0.0,602,0.055138800002168864,"[5, 8, 6, 1, 8, 5, 0, 0, 2, 7, 6, 8, 4, 2, 5, 6, 4, 6, 0, 3]",300,0.2,100,
44,100,0.0,602,0.055138800002168864,"[5, 8, 6, 1, 8, 5, 0, 0, 2, 7, 6, 8, 4, 2, 5, 6, 4, 6, 0, 3]",300,0.2,100,
45,0,5.0,300,0.01870100002270192,"[7, 5, 1, 8, 7, 8, 2, 7, 7, 7, 8, 4, 2, 6, 4, 3, 0, 7, 5, 5]",300,0.4,100,
46,10,0.0,602,0.054491300019435585,"[6, 3, 0, 1, 8, 7, 7, 2, 3, 6, 5, 5, 0, 3, 7, 8, 4, 0, 5, 4]",300,0.4,100,
47,20,0.0,602,0.054491300019435585,"[6, 3, 0, 1, 8, 7, 7, 2, 3, 6, 5, 5, 0, 3, 7, 8, 4, 0, 5, 4]",300,0.4,100,
48,50,0.0,602,0.054491300019435585,"[6, 3, 0, 1, 8, 7, 7, 2, 3, 6, 5, 5, 0, 3, 7, 8, 4, 0, 5, 4]",300,0.4,100,
49,100,0.0,602,0.054491300019435585,"[6, 3, 0, 1, 8, 7, 7, 2, 3, 6, 5, 5, 0, 3, 7, 8, 4, 0, 5, 4]",300,0.4,100,
50,0,5.0,300,0.01892750000115484,"[7, 5, 1, 8, 7, 8, 2, 7, 7, 7, 8, 4, 2, 6, 4, 3, 0, 7, 5, 5]",300,0.6,100,
51,10,0.0,904,0.08595929999137297,"[0, 0, 4, 8, 2, 5, 6, 8, 0, 5, 6, 4, 6, 3, 6, 8, 2, 7, 5, 7]",300,0.6,100,
52,20,0.0,904,0.08595929999137297,"[0, 0, 4, 8, 2, 5, 6, 8, 0, 5, 6, 4, 6, 3, 6, 8, 2, 7, 5, 7]",300,0.6,100,
53,50,0.0,904,0.08595929999137297,"[0, 0, 4, 8, 2, 5, 6, 8, 0, 5, 6, 4, 6, 3, 6, 8, 2, 7, 5, 7]",300,0.6,100,
54,100,0.0,904,0.08595929999137297,"[0, 0, 4, 8, 2, 5, 6, 8, 0, 5, 6, 4, 6, 3, 6, 8, 2, 7, 5, 7]",300,0.6,100,
55,0,5.0,300,0.019531300000380725,"[7, 5, 1, 8, 7, 8, 2, 7, 7, 7, 8, 4, 2, 6, 4, 3, 0, 7, 5, 5]",300,0.8,100,
56,10,0.0,602,0.05587089998880401,"[6, 3, 3, 2, 5, 5, 2, 8, 7, 6, 3, 4, 1, 7, 0, 2, 8, 1, 8, 7]",300,0.8,100,
57,20,0.0,602,0.05587089998880401,"[6, 3, 3, 2, 5, 5, 2, 8, 7, 6, 3, 4, 1, 7, 0, 2, 8, 1, 8, 7]",300,0.8,100,
58,50,0.0,602,0.05587089998880401,"[6, 3, 3, 2, 5, 5, 2, 8, 7, 6, 3, 4, 1, 7, 0, 2, 8, 1, 8, 7]",300,0.8,100,
59,100,0.0,602,0.05587089998880401,"[6, 3, 3, 2, 5, 5, 2, 8, 7, 6, 3, 4, 1, 7, 0, 2, 8, 1, 8, 7]",300,0.8,100,
60,0,5.0,400,0.0248390999622643,"[7, 5, 1, 8, 7, 8, 2, 7, 7, 7, 8, 4, 2, 6, 4, 3, 0, 7, 5, 5]",400,0.2,100,
61,10,0.0,802,0.07078109995927662,"[8, 3, 6, 5, 7, 8, 2, 5, 8, 4, 3, 1, 6, 7, 0, 7, 3, 8, 0, 3]",400,0.2,100,
62,20,0.0,802,0.07078109995927662,"[8, 3, 6, 5, 7, 8, 2, 5, 8, 4, 3, 1, 6, 7, 0, 7, 3, 8, 0, 3]",400,0.2,100,
63,50,0.0,802,0.07078109995927662,"[8, 3, 6, 5, 7, 8, 2, 5, 8, 4, 3, 1, 6, 7, 0, 7, 3, 8, 0, 3]",400,0.2,100,
64,100,0.0,802,0.07078109995927662,"[8, 3, 6, 5, 7, 8, 2, 5, 8, 4, 3, 1, 6, 7, 0, 7, 3, 8, 0, 3]",400,0.2,100,
65,0,5.0,400,0.024695599975530058,"[7, 5, 1, 8, 7, 8, 2, 7, 7, 7, 8, 4, 2, 6, 4, 3, 0, 7, 5, 5]",400,0.4,100,
66,10,0.0,802,0.07042469998123124,"[8, 3, 6, 5, 7, 8, 2, 5, 8, 4, 3, 1, 6, 7, 0, 7, 3, 8, 0, 3]",400,0.4,100,
67,20,0.0,802,0.07042469998123124,"[8, 3, 6, 5, 7, 8, 2, 5, 8, 4, 3, 1, 6, 7, 0, 7, 3, 8, 0, 3]",400,0.4,100,
68,50,0.0,802,0.07042469998123124,"[8, 3, 6, 5, 7, 8, 2, 5, 8, 4, 3, 1, 6, 7, 0, 7, 3, 8, 0, 3]",400,0.4,100,
69,100,0.0,802,0.07042469998123124,"[8, 3, 6, 5, 7, 8, 2, 5, 8, 4, 3, 1, 6, 7, 0, 7, 3, 8, 0, 3]",400,0.4,100,
70,0,5.0,400,0.02440789999673143,"[7, 5, 1, 8, 7, 8, 2, 7, 7, 7, 8, 4, 2, 6, 4, 3, 0, 7, 5, 5]",400,0.6,100,
71,10,0.0,802,0.07101810001768172,"[4, 8, 0, 6, 8, 8, 7, 6, 2, 5, 4, 5, 6, 3, 7, 4, 3, 8, 3, 3]",400,0.6,100,
72,20,0.0,802,0.07101810001768172,"[4, 8, 0, 6, 8, 8, 7, 6, 2, 5, 4, 5, 6, 3, 7, 4, 3, 8, 3, 3]",400,0.6,100,
73,50,0.0,802,0.07101810001768172,"[4, 8, 0, 6, 8, 8, 7, 6, 2, 5, 4, 5, 6, 3, 7, 4, 3, 8, 3, 3]",400,0.6,100,
74,100,0.0,802,0.07101810001768172,"[4, 8, 0, 6, 8, 8, 7, 6, 2, 5, 4, 5, 6, 3, 7, 4, 3, 8, 3, 3]",400,0.6,100,
75,0,5.0,400,0.024566899985074997,"[7, 5, 1, 8, 7, 8, 2, 7, 7, 7, 8, 4, 2, 6, 4, 3, 0, 7, 5, 5]",400,0.8,100,
76,10,0.0,802,0.07232269999803975,"[5, 4, 6, 5, 0, 7, 6, 8, 4, 0, 3, 7, 8, 3, 2, 8, 2, 0, 3, 1]",400,0.8,100,
77,20,0.0,802,0.07232269999803975,"[5, 4, 6, 5, 0, 7, 6, 8, 4, 0, 3, 7, 8, 3, 2, 8, 2, 0, 3, 1]",400,0.8,100,
78,50,0.0,802,0.07232269999803975,"[5, 4, 6, 5, 0, 7, 6, 8, 4, 0, 3, 7, 8, 3, 2, 8, 2, 0, 3, 1]",400,0.8,100,
79,100,0.0,802,0.07232269999803975,"[5, 4, 6, 5, 0, 7, 6, 8, 4, 0, 3, 7, 8, 3, 2, 8, 2, 0, 3, 1]",400,0.8,100,
