,Iteration,Fitness,FEvals,Time,State,max_iters,pop_size,mutation_prob,init_state,algorithm,activation,bias,early_stopping,clip_max,hidden_layer_sizes,learning_rate_init,max_attempts
0,0,18.14611515452105,401,0.6328364999499172,"[93.40596780273535, 9.446449835144463, 94.53687199297687, 42.96319873487292, 39.54576491945417, -56.78210088392473, 95.25489095524836, -98.75394895908202, -49.40352752331121, -13.041693519110837, 55.876584358750506, -60.462985079949384, 72.59864711984446, 96.68013543506254, -67.23155171906026, 19.46678878657184, -98.202780466489, -22.685743471274122, -91.16798841370009, 91.33059354284717, -12.770670624040463, 89.79546135631256, 57.261197187012186, 73.25785971633968, -65.36691570081037, -85.01028259737859, 20.14854427555386, -66.40556325631923, 46.67603350211397, -18.311227969597056, 5.581764683584069, 87.51431679018839, 4.339224488991604, -78.36132342255387, -68.35531856304011, 9.040530340642562, 4.880816013694684, 27.522048825198738, -19.700911281945423, 29.961021803868448, -20.619999419653467, 24.78322270964462, 53.48099341802478, -64.20521799177384, -24.884846282491523, 0.5066118653868728, 37.33341598326916, -49.26407026772337, 10.94817258851171, 24.986168812819542, 79.10023321122921, -27.429282313374713, 27.511414603747326, -61.71071957620733, -0.44117707653884963, -63.51091908575863, 83.67660782795255, -13.635585731754475, 66.03762041966925, -16.64473906432748, 80.93351774867338, -19.034956537818786, -33.76509938177546, 14.427754054549723, 69.08872981882266, 72.2028623506144, 19.137623413666887, -83.06767779591794, 19.453321463834982, -50.90925828337958, 46.51868971799357, 78.93025846334777, 2.94679418262902, 20.71270207204128, -86.98643752343852, 8.014945928561275, -74.16264326591246, 22.9125692700664, -27.26993059103242, 53.55160686614914, -90.2931727160895, -78.03637637643119, 36.80464302472552, 2.9307394167312992, 14.328274322949824, 68.74139879813109, -2.4524721700651497, 62.028884425228966, 2.048725858988007, 85.34413864805023, 33.38555430792519, -70.2546321131886, -27.08936493484883, 73.15498318881987, -29.942957828896866, -62.19484810876903, -5.475738166845389, -21.443765035574017, 23.785985328818725, -12.646741612097358, -47.815568541100895, -17.50555766744864, -16.193193089539932, 80.48437117522818, 95.92325240809708, 24.71376788138278, -83.36317548582777, 46.599743519198995, 35.73708049579679, 65.2045734050439, -30.509732657788874, -88.22398116837537, 22.364363291058424, -75.1970763373456, 51.905905832666264, 58.88466351532844, -18.27464265002041, 88.75950117660912, -65.24404124894482, 88.51716994539603]",1000,400,0.2,"[0.9340596780273533, 0.09446449835144466, 0.9453687199297687, 0.4296319873487293, 0.3954576491945416, -0.5678210088392472, 0.9525489095524835, -0.9875394895908203, -0.4940352752331121, -0.13041693519110842, 0.5587658435875049, -0.6046298507994938, 0.7259864711984445, 0.9668013543506255, -0.6723155171906026, 0.19466788786571843, -0.98202780466489, -0.22685743471274122, -0.9116798841370009, 0.9133059354284718, -0.1277067062404047, 0.8979546135631256, 0.5726119718701219, 0.7325785971633969, -0.6536691570081037, -0.850102825973786, 0.2014854427555386, -0.6640556325631923, 0.4667603350211398, -0.18311227969597055, 0.05581764683584067, 0.875143167901884, 0.043392244889916, -0.7836132342255386, -0.6835531856304011, 0.09040530340642561, 0.04880816013694678, 0.2752204882519873, -0.1970091128194542, 0.2996102180386846, -0.20619999419653467, 0.24783222709644614, 0.5348099341802477, -0.6420521799177383, -0.24884846282491524, 0.005066118653868745, 0.3733341598326916, -0.4926407026772337, 0.10948172588511706, 0.24986168812819542, 0.7910023321122921, -0.27429282313374714, 0.2751141460374733, -0.6171071957620733, -0.004411770765388567, -0.6351091908575863, 0.8367660782795254, -0.13635585731754474, 0.6603762041966925, -0.16644739064327485, 0.8093351774867339, -0.19034956537818792, -0.33765099381775454, 0.14427754054549724, 0.6908872981882266, 0.7220286235061439, 0.19137623413666893, -0.8306767779591795, 0.19453321463834983, -0.5090925828337958, 0.46518689717993555, 0.7893025846334776, 0.0294679418262902, 0.20712702072041278, -0.8698643752343853, 0.08014945928561268, -0.7416264326591246, 0.22912569270066396, -0.2726993059103242, 0.5355160686614915, -0.902931727160895, -0.7803637637643119, 0.36804643024725525, 0.029307394167312983, 0.1432827432294983, 0.6874139879813108, -0.024524721700651453, 0.6202888442522898, 0.020487258589880097, 0.8534413864805024, 0.333855543079252, -0.7025463211318861, -0.27089364934848836, 0.7315498318881986, -0.29942957828896866, -0.6219484810876903, -0.0547573816684539, -0.21443765035574014, 0.23785985328818726, -0.12646741612097356, -0.47815568541100895, -0.17505557667448635, -0.16193193089539926, 0.8048437117522818, 0.9592325240809707, 0.24713767881382775, -0.8336317548582777, 0.46599743519199, 0.357370804957968, 0.6520457340504391, -0.3050973265778887, -0.8822398116837538, 0.2236436329105842, -0.751970763373456, 0.5190590583266628, 0.5888466351532844, -0.18274642650020412, 0.8875950117660911, -0.6524404124894483, 0.8851716994539605]",ga,relu,False,False,100,[10],0.1,1000
1,100,3.382876929491425,40507,67.65625050000381,"[46.170265649292304, -94.28888220351163, -99.74228148668129, -75.1699723934411, 65.6586279275802, 10.418408942156802, 78.05720277515636, -30.815065812238316, 62.77340689280027, -90.8592568732898, -11.212175444829825, 88.85661878906689, 58.44257483806669, 16.064823966770845, -15.081133665511473, 51.58848385962119, 80.88624449971752, 29.303886976862913, -96.26982295685664, 56.66103273451651, -6.092065981293743, 29.939978307981107, -32.04399414594141, -22.303807166766504, 14.292626223596855, 68.67563144740703, -42.85742745428236, -94.4043178640491, -64.22170981584641, -26.791186773804455, 42.65520946041775, 84.84571028449096, -39.57482357673803, 0.06583194933133996, -4.298025787703679, -82.93927004410422, 19.54270049141222, 26.46379575418696, -43.228410667954996, 96.36482286604183, 75.24399106422871, 28.652166062671512, 90.71802959231388, -26.90500151396698, 77.66984550804409, 53.71013494132902, 45.011645491453606, 49.10281777206484, 69.88738493767653, -12.38179393467935, -66.29043841363216, 69.66862705666549, 17.39225375079056, 71.0279295187095, -21.398917587207777, 28.743733430052657, -72.3208671727739, 14.54452146982068, 88.43763353737961, 7.811875942033055, 77.47853617996384, -24.793052513756493, -12.174874110212897, -12.05607463350735, 74.87958049750978, 17.605440006327754, 98.71928579924008, 1.3409979814827295, 80.64499595939981, 78.18345776197222, 93.06727541450277, -11.174007712052571, 12.662047591408523, -21.191466653453887, 91.4445962154746, 56.874814143993746, 15.653077467460179, -3.4581968566135686, 82.81036821607952, -8.580305748662866, -32.497565421222546, -59.48123980298359, -34.04919920221113, -60.63545557644492, 71.106115813598, -33.48616406305649, 94.24460484544616, 60.64525882171108, 99.8954307554705, 87.64295549420928, -39.77678611533768, -40.352243441857816, -38.719220332019866, -80.77425269857328, -6.196984281130597, -18.37027279854142, 30.266961947755362, 16.992406453650148, -98.44960947978514, 99.96345216260306, -45.85356045617577, 72.99695363346436, 70.86515161522459, -24.613071253940603, -59.05520351803646, -5.727708805279775, -28.57434945723864, -22.613000339304648, -32.15419139889346, -79.47609076200558, -14.710233116787009, 4.8225702528535805, -97.56553482820851, -70.17082262213248, -85.92608044871733, -68.28202481730594, -15.70348868753912, -0.43783015117536195, -32.15043860445938, -50.20195313835107]",1000,400,0.2,"[0.9340596780273533, 0.09446449835144466, 0.9453687199297687, 0.4296319873487293, 0.3954576491945416, -0.5678210088392472, 0.9525489095524835, -0.9875394895908203, -0.4940352752331121, -0.13041693519110842, 0.5587658435875049, -0.6046298507994938, 0.7259864711984445, 0.9668013543506255, -0.6723155171906026, 0.19466788786571843, -0.98202780466489, -0.22685743471274122, -0.9116798841370009, 0.9133059354284718, -0.1277067062404047, 0.8979546135631256, 0.5726119718701219, 0.7325785971633969, -0.6536691570081037, -0.850102825973786, 0.2014854427555386, -0.6640556325631923, 0.4667603350211398, -0.18311227969597055, 0.05581764683584067, 0.875143167901884, 0.043392244889916, -0.7836132342255386, -0.6835531856304011, 0.09040530340642561, 0.04880816013694678, 0.2752204882519873, -0.1970091128194542, 0.2996102180386846, -0.20619999419653467, 0.24783222709644614, 0.5348099341802477, -0.6420521799177383, -0.24884846282491524, 0.005066118653868745, 0.3733341598326916, -0.4926407026772337, 0.10948172588511706, 0.24986168812819542, 0.7910023321122921, -0.27429282313374714, 0.2751141460374733, -0.6171071957620733, -0.004411770765388567, -0.6351091908575863, 0.8367660782795254, -0.13635585731754474, 0.6603762041966925, -0.16644739064327485, 0.8093351774867339, -0.19034956537818792, -0.33765099381775454, 0.14427754054549724, 0.6908872981882266, 0.7220286235061439, 0.19137623413666893, -0.8306767779591795, 0.19453321463834983, -0.5090925828337958, 0.46518689717993555, 0.7893025846334776, 0.0294679418262902, 0.20712702072041278, -0.8698643752343853, 0.08014945928561268, -0.7416264326591246, 0.22912569270066396, -0.2726993059103242, 0.5355160686614915, -0.902931727160895, -0.7803637637643119, 0.36804643024725525, 0.029307394167312983, 0.1432827432294983, 0.6874139879813108, -0.024524721700651453, 0.6202888442522898, 0.020487258589880097, 0.8534413864805024, 0.333855543079252, -0.7025463211318861, -0.27089364934848836, 0.7315498318881986, -0.29942957828896866, -0.6219484810876903, -0.0547573816684539, -0.21443765035574014, 0.23785985328818726, -0.12646741612097356, -0.47815568541100895, -0.17505557667448635, -0.16193193089539926, 0.8048437117522818, 0.9592325240809707, 0.24713767881382775, -0.8336317548582777, 0.46599743519199, 0.357370804957968, 0.6520457340504391, -0.3050973265778887, -0.8822398116837538, 0.2236436329105842, -0.751970763373456, 0.5190590583266628, 0.5888466351532844, -0.18274642650020412, 0.8875950117660911, -0.6524404124894483, 0.8851716994539605]",ga,relu,False,False,100,[10],0.1,1000
2,500,1.9408121055678471,200915,334.23729169997387,"[74.2074457547157, -7.937603476464773, 26.42265000132879, -43.55521760175907, 3.467703009305339, -3.540545960224378, -69.49017183555549, -20.133887194120277, -24.63552150658093, 61.4958100009876, 60.55296343878041, -45.29340911692938, 50.02710938875373, 57.285018549407624, 81.8644556925658, 49.64344485488198, 72.93735271225782, 95.69645087924792, 63.1756465812754, 52.33285892862747, -64.94043385004468, -49.47147016705951, -85.64035712997244, 21.720055578376844, -83.381350469283, 80.96939636668205, -35.854313802856126, 5.766018050066464, 80.70106729947653, -23.189052578859844, -64.44590913260318, 44.30974575736636, 5.538915323680115, -61.890464951806855, 59.36850731450028, 9.929271494699606, 75.55617484878323, -53.556322602168564, 57.05752971184543, -28.509482914598806, 88.36625796567753, 75.01560209602641, 89.26774970486113, 5.793430469960924, -29.811034343984574, 78.27628602628741, 90.3761535714008, -38.46093505169552, 91.42905440762283, 50.8255412997994, 86.72511878805668, 35.059490930171336, -39.00356926204223, 62.07941104433718, 5.898617373351428, 82.8485898443642, -96.30559350145296, 78.93055328835806, 33.67256049895525, 74.58864806889801, -60.4751028423494, 31.37804841581584, 70.54182698041103, 24.471792135296624, -68.57499256541233, 48.05081195582483, 45.57045950062303, 42.604218455621634, 37.012493735106915, 21.790134442905256, 25.700790410336367, 17.168057434285473, 56.24717237434959, 91.68953510624195, -39.06588158057423, 45.43067572290309, 42.84611194941405, 75.78061460943303, -20.210048696075106, -2.862919770923213, -51.4651457346055, 81.44560645949127, -11.98190792344704, -16.016302324128276, -45.80843037154476, 51.90937329954821, -32.903687750505625, -59.39472224309459, 38.35392303159344, -18.72424963471755, -78.56917962139906, -96.37994302578772, -76.18731701502983, -52.52575328737634, -76.21621651633069, -84.0068854419791, 21.498838329536724, -33.203180928291104, -70.98588532230032, -38.94396769012873, -75.7481556307648, -42.10238301435074, -27.543917851454893, -95.92636963948071, -71.21316619572254, -41.9543503008311, -96.95656267171361, -56.06990158277305, -94.68240517697902, -75.76719342757073, -98.04839952099842, -91.48934097361601, -78.5085869836511, -86.34559760867117, -65.52228195257123, -66.123963724004, -99.53154990163829, -49.74233856336372, -5.274922218111627, -81.62121834887]",1000,400,0.2,"[0.9340596780273533, 0.09446449835144466, 0.9453687199297687, 0.4296319873487293, 0.3954576491945416, -0.5678210088392472, 0.9525489095524835, -0.9875394895908203, -0.4940352752331121, -0.13041693519110842, 0.5587658435875049, -0.6046298507994938, 0.7259864711984445, 0.9668013543506255, -0.6723155171906026, 0.19466788786571843, -0.98202780466489, -0.22685743471274122, -0.9116798841370009, 0.9133059354284718, -0.1277067062404047, 0.8979546135631256, 0.5726119718701219, 0.7325785971633969, -0.6536691570081037, -0.850102825973786, 0.2014854427555386, -0.6640556325631923, 0.4667603350211398, -0.18311227969597055, 0.05581764683584067, 0.875143167901884, 0.043392244889916, -0.7836132342255386, -0.6835531856304011, 0.09040530340642561, 0.04880816013694678, 0.2752204882519873, -0.1970091128194542, 0.2996102180386846, -0.20619999419653467, 0.24783222709644614, 0.5348099341802477, -0.6420521799177383, -0.24884846282491524, 0.005066118653868745, 0.3733341598326916, -0.4926407026772337, 0.10948172588511706, 0.24986168812819542, 0.7910023321122921, -0.27429282313374714, 0.2751141460374733, -0.6171071957620733, -0.004411770765388567, -0.6351091908575863, 0.8367660782795254, -0.13635585731754474, 0.6603762041966925, -0.16644739064327485, 0.8093351774867339, -0.19034956537818792, -0.33765099381775454, 0.14427754054549724, 0.6908872981882266, 0.7220286235061439, 0.19137623413666893, -0.8306767779591795, 0.19453321463834983, -0.5090925828337958, 0.46518689717993555, 0.7893025846334776, 0.0294679418262902, 0.20712702072041278, -0.8698643752343853, 0.08014945928561268, -0.7416264326591246, 0.22912569270066396, -0.2726993059103242, 0.5355160686614915, -0.902931727160895, -0.7803637637643119, 0.36804643024725525, 0.029307394167312983, 0.1432827432294983, 0.6874139879813108, -0.024524721700651453, 0.6202888442522898, 0.020487258589880097, 0.8534413864805024, 0.333855543079252, -0.7025463211318861, -0.27089364934848836, 0.7315498318881986, -0.29942957828896866, -0.6219484810876903, -0.0547573816684539, -0.21443765035574014, 0.23785985328818726, -0.12646741612097356, -0.47815568541100895, -0.17505557667448635, -0.16193193089539926, 0.8048437117522818, 0.9592325240809707, 0.24713767881382775, -0.8336317548582777, 0.46599743519199, 0.357370804957968, 0.6520457340504391, -0.3050973265778887, -0.8822398116837538, 0.2236436329105842, -0.751970763373456, 0.5190590583266628, 0.5888466351532844, -0.18274642650020412, 0.8875950117660911, -0.6524404124894483, 0.8851716994539605]",ga,relu,False,False,100,[10],0.1,1000
3,1000,1.8174013136765672,401418,667.8654968000483,"[-39.2298243075204, -39.78093079890477, -43.192452433493436, 50.747056267262934, -44.739280863430686, 19.57508518778897, -73.53283611347905, -72.78657409644103, 17.737914060306608, -74.8123229652032, 75.52214990713523, 80.67944993246209, 19.915543341140335, 97.63727209611645, 16.110460692031296, 57.79504304557446, 25.847207020867955, 12.174206071837745, 57.63477063600118, 49.453687767824135, -95.72750963050937, -92.70951110101511, -63.43604906149578, -84.85738451769174, -70.48630417806412, -24.896508273487484, -42.85742745428236, -65.97959366324699, -56.472833391340835, -58.14806947850975, 76.54318794191107, 96.7092859316381, 63.34653660203384, 12.284192012173278, -90.19473045407851, 26.812989381672352, -15.349049662719167, 1.963173019455084, -63.13670690413744, 9.641428986601653, -11.342756259284698, 10.036096136575566, 25.955684346181002, -57.12823379020912, 72.89179389084481, 18.005523734390664, 84.97800062287149, 32.05912263228069, 29.585218746411925, 31.250756249446653, 60.01143069370917, 78.01032835430465, 80.84923716552237, 60.156211718511884, 52.133866529942566, 88.98430285332395, 57.7954794463582, -20.989221960046066, -25.040035449774052, 85.42718596133284, -60.4751028423494, -65.10709076831355, 70.54182698041103, -85.28434890759246, -68.57499256541233, 98.83006959193764, 45.57045950062303, 42.604218455621634, 37.012493735106915, 21.790134442905256, 24.594772498518736, 17.168057434285473, 56.24717237434959, 91.68953510624195, 36.83643537084035, 93.90641786397592, 81.01155783810557, 75.78061460943303, -20.210048696075106, -2.862919770923213, -51.4651457346055, 81.44560645949127, 42.532862692989, -22.31645850836324, 60.45278107675108, 51.90937329954821, 72.41361902109605, -34.47898616466114, 38.35392303159344, -18.72424963471755, -78.56917962139906, -96.37994302578772, -97.6089482119375, -52.52575328737634, -36.73825556530321, -84.0068854419791, -78.42789704179678, -33.203180928291104, 49.1581727618983, -6.960332303180266, -74.27648932544597, -48.60818223471066, -45.42382594463663, -47.22879351157625, -71.21316619572254, -41.9543503008311, -96.95656267171361, -56.06990158277305, -87.80296577959628, -75.76719342757073, 3.938528281043034, -9.529575621042554, -19.55330253823621, -73.37698348261094, -80.98549164131457, -66.123963724004, -63.02467139990347, -88.56485363456193, -93.26622189843783, -53.328785691057014]",1000,400,0.2,"[0.9340596780273533, 0.09446449835144466, 0.9453687199297687, 0.4296319873487293, 0.3954576491945416, -0.5678210088392472, 0.9525489095524835, -0.9875394895908203, -0.4940352752331121, -0.13041693519110842, 0.5587658435875049, -0.6046298507994938, 0.7259864711984445, 0.9668013543506255, -0.6723155171906026, 0.19466788786571843, -0.98202780466489, -0.22685743471274122, -0.9116798841370009, 0.9133059354284718, -0.1277067062404047, 0.8979546135631256, 0.5726119718701219, 0.7325785971633969, -0.6536691570081037, -0.850102825973786, 0.2014854427555386, -0.6640556325631923, 0.4667603350211398, -0.18311227969597055, 0.05581764683584067, 0.875143167901884, 0.043392244889916, -0.7836132342255386, -0.6835531856304011, 0.09040530340642561, 0.04880816013694678, 0.2752204882519873, -0.1970091128194542, 0.2996102180386846, -0.20619999419653467, 0.24783222709644614, 0.5348099341802477, -0.6420521799177383, -0.24884846282491524, 0.005066118653868745, 0.3733341598326916, -0.4926407026772337, 0.10948172588511706, 0.24986168812819542, 0.7910023321122921, -0.27429282313374714, 0.2751141460374733, -0.6171071957620733, -0.004411770765388567, -0.6351091908575863, 0.8367660782795254, -0.13635585731754474, 0.6603762041966925, -0.16644739064327485, 0.8093351774867339, -0.19034956537818792, -0.33765099381775454, 0.14427754054549724, 0.6908872981882266, 0.7220286235061439, 0.19137623413666893, -0.8306767779591795, 0.19453321463834983, -0.5090925828337958, 0.46518689717993555, 0.7893025846334776, 0.0294679418262902, 0.20712702072041278, -0.8698643752343853, 0.08014945928561268, -0.7416264326591246, 0.22912569270066396, -0.2726993059103242, 0.5355160686614915, -0.902931727160895, -0.7803637637643119, 0.36804643024725525, 0.029307394167312983, 0.1432827432294983, 0.6874139879813108, -0.024524721700651453, 0.6202888442522898, 0.020487258589880097, 0.8534413864805024, 0.333855543079252, -0.7025463211318861, -0.27089364934848836, 0.7315498318881986, -0.29942957828896866, -0.6219484810876903, -0.0547573816684539, -0.21443765035574014, 0.23785985328818726, -0.12646741612097356, -0.47815568541100895, -0.17505557667448635, -0.16193193089539926, 0.8048437117522818, 0.9592325240809707, 0.24713767881382775, -0.8336317548582777, 0.46599743519199, 0.357370804957968, 0.6520457340504391, -0.3050973265778887, -0.8822398116837538, 0.2236436329105842, -0.751970763373456, 0.5190590583266628, 0.5888466351532844, -0.18274642650020412, 0.8875950117660911, -0.6524404124894483, 0.8851716994539605]",ga,relu,False,False,100,[10],0.1,1000
