,Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters,schedule_exp_const
31,10,1048.362977989661,17,0.0288795999949798,"[6, 48, 11, 4, 12, 31, 39, 25, 41, 18, 28, 10, 33, 15, 16, 27, 37, 24, 20, 47, 13, 22, 19, 29, 49, 45, 26, 32, 44, 17, 34, 5, 2, 43, 35, 21, 0, 3, 38, 36, 42, 30, 7, 9, 8, 23, 40, 1, 14, 46]",exponential,10,,0.001,9.998556124249145,10,1000,0.005
32,50,860.7347329108093,75,0.06073389993980527,"[0, 48, 11, 4, 12, 17, 39, 25, 41, 34, 21, 10, 2, 15, 16, 27, 20, 45, 14, 47, 13, 22, 9, 38, 32, 5, 36, 44, 43, 31, 18, 37, 26, 49, 35, 28, 6, 3, 29, 33, 42, 24, 7, 19, 8, 23, 40, 1, 30, 46]",exponential,10,,0.001,9.996963766032167,10,1000,0.005
33,100,786.5176951307245,145,0.09590979991480708,"[31, 25, 11, 4, 23, 17, 39, 7, 41, 28, 0, 10, 16, 15, 2, 27, 20, 40, 14, 45, 13, 22, 32, 1, 9, 5, 36, 44, 43, 42, 18, 24, 26, 49, 35, 48, 6, 3, 19, 33, 38, 37, 29, 8, 21, 12, 34, 47, 30, 46]",exponential,10,,0.001,9.995205659656696,10,1000,0.005
34,500,484.3133434244869,591,0.1837334999581799,"[28, 23, 0, 20, 6, 32, 15, 45, 3, 25, 17, 10, 11, 4, 39, 48, 9, 1, 14, 7, 13, 22, 36, 40, 8, 21, 16, 44, 43, 12, 27, 24, 38, 37, 42, 41, 31, 2, 46, 33, 34, 49, 29, 47, 35, 19, 26, 18, 30, 5]",exponential,10,,0.001,9.99081754346008,10,1000,0.005
35,1000,442.2930415135136,1104,0.32948580000083894,"[28, 6, 0, 20, 16, 32, 15, 45, 3, 25, 41, 10, 11, 4, 39, 17, 9, 1, 14, 36, 13, 22, 7, 42, 27, 21, 23, 44, 43, 12, 8, 24, 38, 37, 40, 48, 31, 2, 46, 35, 34, 49, 26, 47, 33, 19, 29, 18, 30, 5]",exponential,10,,0.001,9.983539272662645,10,1000,0.005
36,0,1100.0516346049103,0,0.00016570009756833315,"[6, 48, 11, 4, 12, 31, 7, 25, 41, 18, 22, 28, 33, 15, 16, 27, 37, 20, 24, 47, 13, 10, 19, 29, 42, 45, 26, 32, 17, 44, 34, 14, 2, 43, 35, 21, 0, 3, 38, 36, 49, 30, 39, 9, 8, 23, 40, 1, 5, 46]",geometric,50,0.99,0.001,49.99991673298776,50,1000,
37,10,1105.1997552758878,19,0.03366190008819103,"[6, 48, 11, 4, 12, 31, 39, 25, 41, 18, 28, 10, 33, 15, 16, 27, 37, 24, 20, 47, 13, 22, 19, 29, 49, 45, 26, 32, 44, 17, 46, 8, 2, 43, 35, 21, 0, 3, 38, 36, 42, 30, 7, 9, 5, 23, 40, 1, 14, 34]",geometric,50,0.99,0.001,49.98308719100862,50,1000,
38,50,1001.4500229479887,88,0.0708213000325486,"[6, 48, 32, 34, 12, 47, 35, 25, 4, 19, 21, 5, 33, 15, 1, 3, 45, 20, 29, 36, 13, 22, 27, 43, 31, 11, 24, 16, 9, 23, 18, 38, 49, 26, 39, 0, 28, 46, 8, 2, 44, 30, 7, 42, 10, 17, 40, 37, 14, 41]",geometric,50,0.99,0.001,49.96442377014277,50,1000,
39,100,970.8941332462106,179,0.11017050000373274,"[0, 3, 32, 9, 12, 35, 14, 48, 4, 23, 45, 5, 10, 43, 1, 30, 15, 24, 29, 7, 13, 22, 27, 34, 31, 16, 39, 18, 41, 25, 21, 40, 49, 26, 6, 42, 28, 46, 33, 2, 17, 44, 36, 8, 47, 38, 19, 37, 11, 20]",geometric,50,0.99,0.001,49.944668112474595,50,1000,
40,500,596.3203501271863,672,0.20360880007501692,"[43, 8, 21, 40, 12, 17, 0, 25, 6, 36, 14, 5, 2, 32, 20, 16, 11, 10, 24, 26, 22, 13, 30, 46, 7, 35, 3, 28, 31, 42, 41, 15, 45, 39, 48, 33, 18, 47, 29, 9, 1, 23, 44, 4, 27, 34, 19, 37, 49, 38]",geometric,50,0.99,0.001,49.89778777481374,50,1000,
