,Iteration,Time,Fitness,FEvals,Temperature,max_iters
171,79,0.03131570000000039,162.47811730951827,120.0,10,100
172,80,0.03143610000000052,154.48068602641348,122.0,10,100
173,81,0.031557700000000466,158.03489487733245,124.0,10,100
174,82,0.03164770000000061,160.3562857411965,126.0,10,100
175,83,0.031737299999999635,160.3562857411965,127.0,10,100
176,84,0.03182729999999978,177.0377207042404,129.0,10,100
177,85,0.03191789999999983,177.0377207042404,130.0,10,100
178,86,0.032010599999999556,185.14157303133123,132.0,10,100
179,87,0.03210160000000073,178.21528864175392,134.0,10,100
180,88,0.03219269999999952,178.21528864175392,135.0,10,100
181,89,0.03228700000000018,178.21528864175392,136.0,10,100
182,90,0.03237870000000065,177.84787691061516,138.0,10,100
183,91,0.032479800000000836,177.84787691061516,139.0,10,100
184,92,0.0001422000000008694,180.2678090380939,141.0,10,100
185,93,0.006639599999999746,180.2678090380939,142.0,10,100
186,94,0.0067421999999996984,180.2678090380939,143.0,10,100
187,95,0.006841500000000167,180.0793221107716,145.0,10,100
188,96,0.0069400999999995605,193.058206292531,147.0,10,100
189,97,0.007034100000000265,193.058206292531,148.0,10,100
190,98,0.007099600000000095,194.32839254987073,150.0,10,100
191,99,0.007196699999999723,197.6558034146308,152.0,10,100
192,100,0.007262000000000768,201.76691664276908,154.0,10,100
193,0,0.00018069999999958952,182.4047677062297,0.0,10,100
194,1,0.005959900000000573,191.23163139177692,2.0,10,100
195,2,0.006064600000000198,182.9358727996735,4.0,10,100
196,3,0.00616220000000034,185.0404975005113,6.0,10,100
197,4,0.006259599999999921,186.21451290714617,8.0,10,100
198,5,0.006351500000000954,151.35972930848914,10.0,10,100
199,6,0.006416200000000316,151.35972930848914,11.0,10,100
200,7,0.006518599999999708,151.72736358173452,13.0,10,100
201,8,0.0065840999999995375,151.72736358173452,14.0,10,100
202,9,0.006681999999999633,154.56781512361027,16.0,10,100
203,10,0.006762699999999455,154.56781512361027,17.0,10,100
204,11,0.013717700000000832,154.56781512361027,18.0,10,100
205,12,0.013798400000000655,154.56781512361027,19.0,10,100
206,13,0.013896600000000703,152.00407373542873,21.0,10,100
207,14,0.013965800000001138,152.00407373542873,22.0,10,100
208,15,0.014034099999999938,152.00407373542873,23.0,10,100
209,16,0.014101800000000608,152.00407373542873,24.0,10,100
210,17,0.014170899999999875,152.00407373542873,25.0,10,100
211,18,0.014270599999999689,151.43870219819968,27.0,10,100
212,19,0.014339899999999517,151.43870219819968,28.0,10,100
213,20,0.014408700000000607,171.58363343849635,30.0,10,100
214,21,0.01955060000000053,158.2961905726128,32.0,10,100
215,22,0.019662600000000197,158.2961905726128,33.0,10,100
216,23,0.019763499999999823,158.2961905726128,34.0,10,100
217,24,0.01986980000000038,158.2961905726128,35.0,10,100
218,25,0.019972600000000895,158.2961905726128,36.0,10,100
219,26,0.0200446000000003,158.2961905726128,37.0,10,100
220,27,0.02011620000000036,158.2961905726128,38.0,10,100
221,28,0.020188000000000983,158.2961905726128,39.0,10,100
222,29,0.02026310000000109,158.2961905726128,40.0,10,100
223,30,0.020362099999999828,153.78804709747538,42.0,10,100
224,31,0.020462000000000202,153.47324313281004,44.0,10,100
225,32,0.020535000000000636,143.7679453531894,46.0,10,100
226,33,0.020635500000000917,140.73578771554133,48.0,10,100
227,34,0.02070909999999948,139.26169508651523,50.0,10,100
228,35,0.02078260000000043,139.26169508651523,51.0,10,100
229,36,0.020857900000001095,139.26169508651523,52.0,10,100
230,37,0.02093190000000078,139.26169508651523,53.0,10,100
231,38,0.02100620000000042,130.80291553902057,55.0,10,100
232,39,0.021112300000000417,128.33882635552658,57.0,10,100
233,40,0.021187700000000476,130.96307951025454,59.0,10,100
234,41,0.021297900000000425,130.96307951025454,60.0,10,100
235,42,0.021374400000000904,128.4798036455938,62.0,10,100
236,43,0.0214818999999995,134.6226414791732,64.0,10,100
237,44,0.02155869999999993,129.16140797955364,66.0,10,100
238,45,0.021667700000000067,128.9451385511655,68.0,10,100
239,46,0.02177709999999955,120.57349975152655,70.0,10,100
240,47,0.021887400000000667,150.58411251697888,72.0,10,100
241,48,0.021965800000000257,153.13370185948375,74.0,10,100
242,49,0.022044400000000408,153.13370185948375,75.0,10,100
243,50,0.022122700000000606,153.68559238507814,77.0,10,100
244,51,0.028459599999999696,151.1740666342257,79.0,10,100
245,52,0.02858930000000015,153.2231379927859,81.0,10,100
246,53,0.028676100000000204,153.2231379927859,82.0,10,100
247,54,0.028793300000000244,153.2231379927859,83.0,10,100
248,55,0.028877899999999457,153.2231379927859,84.0,10,100
249,56,0.02898859999999992,153.2231379927859,85.0,10,100
250,57,0.02909830000000113,153.07415814767722,87.0,10,100
251,58,0.02921399999999963,153.07415814767722,88.0,10,100
252,59,0.02930090000000085,153.07415814767722,89.0,10,100
253,60,0.029383700000000346,153.07415814767722,90.0,10,100
254,61,0.029505999999999588,153.07415814767722,91.0,10,100
255,62,0.02962090000000117,169.70889531491534,93.0,10,100
256,63,0.02973659999999967,167.05342428150269,95.0,10,100
257,64,0.029848900000001066,167.05342428150269,96.0,10,100
258,65,0.029934799999999484,166.77175536054793,98.0,10,100
259,66,0.03004680000000093,166.77175536054793,99.0,10,100
260,67,0.030158800000000596,166.77175536054793,100.0,10,100
261,68,0.030243999999999716,166.77175536054793,101.0,10,100
262,69,0.03033169999999963,166.77175536054793,102.0,10,100
263,70,0.03042040000000057,166.77175536054793,103.0,10,100
264,71,0.030511399999999966,156.93295313697965,105.0,10,100
265,72,0.030630300000000332,156.93295313697965,106.0,10,100
266,73,0.03072370000000113,176.3831747108262,108.0,10,100
267,74,0.030810800000001137,167.79664055913432,110.0,10,100
268,75,0.030898900000000395,160.54008732665042,112.0,10,100
269,76,0.03101440000000011,160.54008732665042,113.0,10,100
270,77,0.03110290000000049,160.54008732665042,114.0,10,100
271,78,0.03122319999999945,160.54008732665042,115.0,10,100
272,79,0.03131570000000039,160.54008732665042,116.0,10,100
273,80,0.03143610000000052,160.54008732665042,117.0,10,100
274,81,0.031557700000000466,160.64525152851337,119.0,10,100
275,82,0.03164770000000061,160.64525152851337,120.0,10,100
276,83,0.031737299999999635,160.64525152851337,121.0,10,100
277,84,0.03182729999999978,172.93367361530096,123.0,10,100
278,85,0.03191789999999983,172.93367361530096,124.0,10,100
279,86,0.032010599999999556,175.39910921001305,126.0,10,100
280,87,0.03210160000000073,175.39910921001305,127.0,10,100
281,88,0.03219269999999952,175.39910921001305,128.0,10,100
282,89,0.03228700000000018,177.19933716784698,130.0,10,100
283,90,0.03237870000000065,179.85031027302205,132.0,10,100
284,91,0.032479800000000836,179.85031027302205,133.0,10,100
285,92,0.0001422000000008694,179.18878752269458,135.0,10,100
286,93,0.006639599999999746,163.54946847396087,137.0,10,100
287,94,0.0067421999999996984,164.4277191809204,139.0,10,100
288,95,0.006841500000000167,164.4277191809204,140.0,10,100
289,96,0.0069400999999995605,171.84280154193524,142.0,10,100
290,97,0.007034100000000265,171.69088089952945,144.0,10,100
291,98,0.007099600000000095,171.69088089952945,145.0,10,100
292,99,0.007196699999999723,171.18541708917408,147.0,10,100
293,100,0.007262000000000768,176.90812725959148,149.0,10,100
294,0,0.00018069999999958952,182.4047677062297,0.0,20,100
295,1,0.005959900000000573,191.23163139177692,2.0,20,100
296,2,0.006064600000000198,182.9358727996735,4.0,20,100
297,3,0.00616220000000034,185.0404975005113,6.0,20,100
298,4,0.006259599999999921,186.21451290714617,8.0,20,100
299,5,0.006351500000000954,151.35972930848914,10.0,20,100
300,6,0.006416200000000316,151.35972930848914,11.0,20,100
301,7,0.006518599999999708,151.72736358173452,13.0,20,100
302,8,0.0065840999999995375,151.72736358173452,14.0,20,100
303,9,0.006681999999999633,154.56781512361027,16.0,20,100
304,10,0.006762699999999455,176.52236705154695,18.0,20,100
305,11,0.013717700000000832,171.76740301339646,20.0,20,100
306,12,0.013798400000000655,187.72409647939233,22.0,20,100
307,13,0.013896600000000703,178.38148951902633,24.0,20,100
308,14,0.013965800000001138,178.38148951902633,25.0,20,100
309,15,0.014034099999999938,162.42479605303043,27.0,20,100
310,16,0.014101800000000608,164.40846823919625,29.0,20,100
311,17,0.014170899999999875,164.40846823919625,30.0,20,100
312,18,0.014270599999999689,164.4493705487541,32.0,20,100
313,19,0.014339899999999517,158.89677273179365,34.0,20,100
314,20,0.014408700000000607,158.89677273179365,35.0,20,100
315,21,0.01955060000000053,174.34345197865764,37.0,20,100
316,22,0.019662600000000197,174.34345197865764,38.0,20,100
317,23,0.019763499999999823,174.34345197865764,39.0,20,100
318,24,0.01986980000000038,174.8382640149766,41.0,20,100
319,25,0.019972600000000895,180.72131753979838,43.0,20,100
320,26,0.0200446000000003,180.4576100967807,45.0,20,100
321,27,0.02011620000000036,179.81812053783196,47.0,20,100
322,28,0.020188000000000983,179.81812053783196,48.0,20,100
323,29,0.02026310000000109,173.55039901783053,50.0,20,100
324,30,0.020362099999999828,171.40535598691892,52.0,20,100
325,31,0.020462000000000202,169.84299172632254,54.0,20,100
326,32,0.020535000000000636,169.84299172632254,55.0,20,100
327,33,0.020635500000000917,169.84299172632254,56.0,20,100
328,34,0.02070909999999948,158.05683331604152,58.0,20,100
329,35,0.02078260000000043,158.05683331604152,59.0,20,100
330,36,0.020857900000001095,174.24445954913742,61.0,20,100
331,37,0.02093190000000078,186.1967091420869,63.0,20,100
332,38,0.02100620000000042,197.413288515519,65.0,20,100
333,39,0.021112300000000417,193.31921518009804,67.0,20,100
334,40,0.021187700000000476,196.55988458551806,69.0,20,100
335,41,0.021297900000000425,191.26207384858103,71.0,20,100
336,42,0.021374400000000904,190.8985634038139,73.0,20,100
337,43,0.0214818999999995,192.7215661973958,75.0,20,100
338,44,0.02155869999999993,174.434898178516,77.0,20,100
339,45,0.021667700000000067,169.12636862681268,79.0,20,100
340,46,0.02177709999999955,179.3137560438348,81.0,20,100
341,47,0.021887400000000667,189.19970185169166,83.0,20,100
342,48,0.021965800000000257,183.85554880797318,85.0,20,100
343,49,0.022044400000000408,183.85554880797318,86.0,20,100
344,50,0.022122700000000606,183.85554880797318,87.0,20,100
345,51,0.028459599999999696,183.61540427943544,89.0,20,100
346,52,0.02858930000000015,183.23501957721754,91.0,20,100
347,53,0.028676100000000204,179.55510351343486,93.0,20,100
348,54,0.028793300000000244,184.75796524536474,95.0,20,100
349,55,0.028877899999999457,183.51769085988462,97.0,20,100
350,56,0.02898859999999992,160.1056689105511,99.0,20,100
351,57,0.02909830000000113,147.38165133259713,101.0,20,100
352,58,0.02921399999999963,147.38165133259713,102.0,20,100
353,59,0.02930090000000085,147.38165133259713,103.0,20,100
354,60,0.029383700000000346,147.45072401950034,105.0,20,100
355,61,0.029505999999999588,135.385226410829,107.0,20,100
356,62,0.02962090000000117,135.385226410829,108.0,20,100
357,63,0.02973659999999967,135.385226410829,109.0,20,100
358,64,0.029848900000001066,135.385226410829,110.0,20,100
359,65,0.029934799999999484,144.69551222285307,112.0,20,100
360,66,0.03004680000000093,144.69551222285307,113.0,20,100
361,67,0.030158800000000596,146.9327823047764,115.0,20,100
362,68,0.030243999999999716,144.32169780452708,117.0,20,100
363,69,0.03033169999999963,144.88533682433444,119.0,20,100
364,70,0.03042040000000057,144.88533682433444,120.0,20,100
365,71,0.030511399999999966,148.58512732603288,122.0,20,100
366,72,0.030630300000000332,155.63296382289067,124.0,20,100
367,73,0.03072370000000113,155.63296382289067,125.0,20,100
368,74,0.030810800000001137,173.39887887850367,127.0,20,100
369,75,0.030898900000000395,174.84151633804083,129.0,20,100
370,76,0.03101440000000011,168.12122060280046,131.0,20,100
371,77,0.03110290000000049,168.12122060280046,132.0,20,100
372,78,0.03122319999999945,168.12122060280046,133.0,20,100
373,79,0.03131570000000039,168.12122060280046,134.0,20,100
374,80,0.03143610000000052,160.5041896359559,136.0,20,100
375,81,0.031557700000000466,160.5041896359559,137.0,20,100
376,82,0.03164770000000061,160.5041896359559,138.0,20,100
377,83,0.031737299999999635,172.89154873574287,140.0,20,100
378,84,0.03182729999999978,172.89154873574287,141.0,20,100
379,85,0.03191789999999983,172.06992806310004,143.0,20,100
380,86,0.032010599999999556,182.12323044860742,145.0,20,100
381,87,0.03210160000000073,182.02321053673757,147.0,20,100
382,88,0.03219269999999952,164.3912950516187,149.0,20,100
383,89,0.03228700000000018,164.3912950516187,150.0,20,100
384,90,0.03237870000000065,166.6217270749161,152.0,20,100
385,91,0.032479800000000836,165.30901071559052,154.0,20,100
386,92,0.0001422000000008694,165.30901071559052,155.0,20,100
387,93,0.006639599999999746,159.94961331339502,157.0,20,100
388,94,0.0067421999999996984,159.94961331339502,158.0,20,100
389,95,0.006841500000000167,161.83855605350507,160.0,20,100
390,96,0.0069400999999995605,161.83855605350507,161.0,20,100
391,97,0.007034100000000265,161.83855605350507,162.0,20,100
392,98,0.007099600000000095,151.15394119747393,164.0,20,100
393,99,0.007196699999999723,156.97391632998472,166.0,20,100
394,100,0.007262000000000768,170.14994340313538,168.0,20,100
395,0,0.00018069999999958952,182.4047677062297,0.0,20,100
396,1,0.005959900000000573,191.23163139177692,2.0,20,100
397,2,0.006064600000000198,182.9358727996735,4.0,20,100
398,3,0.00616220000000034,185.0404975005113,6.0,20,100
399,4,0.006259599999999921,186.21451290714617,8.0,20,100
400,5,0.006351500000000954,151.35972930848914,10.0,20,100
401,6,0.006416200000000316,151.35972930848914,11.0,20,100
402,7,0.006518599999999708,151.72736358173452,13.0,20,100
403,8,0.0065840999999995375,151.72736358173452,14.0,20,100
404,9,0.006681999999999633,154.56781512361027,16.0,20,100
405,10,0.006762699999999455,176.52236705154695,18.0,20,100
406,11,0.013717700000000832,171.76740301339646,20.0,20,100
407,12,0.013798400000000655,187.72409647939233,22.0,20,100
408,13,0.013896600000000703,178.38148951902633,24.0,20,100
409,14,0.013965800000001138,178.38148951902633,25.0,20,100
410,15,0.014034099999999938,162.42479605303043,27.0,20,100
411,16,0.014101800000000608,164.40846823919625,29.0,20,100
412,17,0.014170899999999875,164.40846823919625,30.0,20,100
413,18,0.014270599999999689,164.4493705487541,32.0,20,100
414,19,0.014339899999999517,158.89677273179365,34.0,20,100
415,20,0.014408700000000607,158.89677273179365,35.0,20,100
416,21,0.01955060000000053,174.34345197865764,37.0,20,100
417,22,0.019662600000000197,174.34345197865764,38.0,20,100
418,23,0.019763499999999823,174.34345197865764,39.0,20,100
419,24,0.01986980000000038,174.8382640149766,41.0,20,100
420,25,0.019972600000000895,180.72131753979838,43.0,20,100
421,26,0.0200446000000003,180.4576100967807,45.0,20,100
422,27,0.02011620000000036,179.81812053783196,47.0,20,100
423,28,0.020188000000000983,179.81812053783196,48.0,20,100
424,29,0.02026310000000109,173.55039901783053,50.0,20,100
425,30,0.020362099999999828,171.40535598691892,52.0,20,100
426,31,0.020462000000000202,169.84299172632254,54.0,20,100
427,32,0.020535000000000636,171.12720680633896,56.0,20,100
428,33,0.020635500000000917,171.12720680633896,57.0,20,100
429,34,0.02070909999999948,157.04747018218575,59.0,20,100
430,35,0.02078260000000043,157.04747018218575,60.0,20,100
431,36,0.020857900000001095,173.23509641528165,62.0,20,100
432,37,0.02093190000000078,185.18734600823112,64.0,20,100
433,38,0.02100620000000042,191.90847856838496,66.0,20,100
434,39,0.021112300000000417,187.814405232964,68.0,20,100
435,40,0.021187700000000476,191.05507463838396,70.0,20,100
436,41,0.021297900000000425,185.75726390144695,72.0,20,100
437,42,0.021374400000000904,185.3937534566798,74.0,20,100
438,43,0.0214818999999995,187.2167562502617,76.0,20,100
439,44,0.02155869999999993,155.55626221405825,78.0,20,100
440,45,0.021667700000000067,150.2477326623549,80.0,20,100
441,46,0.02177709999999955,173.0254129033948,82.0,20,100
442,47,0.021887400000000667,182.9113587112517,84.0,20,100
443,48,0.021965800000000257,177.5672056675332,86.0,20,100
444,49,0.022044400000000408,177.5672056675332,87.0,20,100
445,50,0.022122700000000606,177.5672056675332,88.0,20,100
446,51,0.028459599999999696,177.32706113899548,90.0,20,100
447,52,0.02858930000000015,178.12029521892032,92.0,20,100
448,53,0.028676100000000204,178.12029521892032,93.0,20,100
449,54,0.028793300000000244,172.1007475894763,95.0,20,100
450,55,0.028877899999999457,172.22408187524874,97.0,20,100
451,56,0.02898859999999992,169.83014672552076,99.0,20,100
452,57,0.02909830000000113,169.83014672552076,100.0,20,100
453,58,0.02921399999999963,169.83014672552076,101.0,20,100
454,59,0.02930090000000085,169.83014672552076,102.0,20,100
455,60,0.029383700000000346,161.02753981274103,104.0,20,100
456,61,0.029505999999999588,170.67025116530502,106.0,20,100
457,62,0.02962090000000117,165.20374270252398,108.0,20,100
458,63,0.02973659999999967,168.89146081806348,110.0,20,100
459,64,0.029848900000001066,163.9747014739076,112.0,20,100
460,65,0.029934799999999484,164.36413239261245,114.0,20,100
461,66,0.03004680000000093,164.13764484700306,116.0,20,100
462,67,0.030158800000000596,161.00265055916435,118.0,20,100
463,68,0.030243999999999716,166.92886024183292,120.0,20,100
464,69,0.03033169999999963,172.04875402353105,122.0,20,100
465,70,0.03042040000000057,164.32307873386452,124.0,20,100
466,71,0.030511399999999966,164.32307873386452,125.0,20,100
467,72,0.030630300000000332,164.32307873386452,126.0,20,100
468,73,0.03072370000000113,164.32307873386452,127.0,20,100
469,74,0.030810800000001137,161.53463531694257,129.0,20,100
470,75,0.030898900000000395,161.53463531694257,130.0,20,100
471,76,0.03101440000000011,167.07747797775795,132.0,20,100
472,77,0.03110290000000049,166.610346261111,134.0,20,100
473,78,0.03122319999999945,172.21633755753845,136.0,20,100
474,79,0.03131570000000039,166.20403193070774,138.0,20,100
475,80,0.03143610000000052,174.66552192289325,140.0,20,100
476,81,0.031557700000000466,166.20403193070774,142.0,20,100
477,82,0.03164770000000061,173.30824195960474,144.0,20,100
478,83,0.031737299999999635,201.99660377182374,146.0,20,100
479,84,0.03182729999999978,180.87566749325828,148.0,20,100
