,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters,hamming_factors_decays
90,5,0.07630990000000004,127.35215721960068,609.0,100,0.6,100,
91,6,0.09013090000000012,113.08109387257039,711.0,100,0.6,100,
92,7,0.1046168999999999,113.08109387257039,812.0,100,0.6,100,
93,8,0.11775370000000152,113.08109387257039,913.0,100,0.6,100,
94,9,0.13045600000000057,113.08109387257039,1014.0,100,0.6,100,
95,10,0.14286810000000116,113.08109387257039,1115.0,100,0.6,100,
96,11,0.16206500000000013,113.08109387257039,1216.0,100,0.6,100,
97,12,0.17575930000000106,113.08109387257039,1317.0,100,0.6,100,
98,13,0.18829780000000085,109.43723047995938,1419.0,100,0.6,100,
99,14,0.20129640000000038,109.43723047995938,1520.0,100,0.6,100,
100,15,0.216288500000001,109.41858997065532,1622.0,100,0.6,100,
101,16,0.22902850000000008,108.79593236889436,1724.0,100,0.6,100,
102,17,0.2415571000000014,108.79593236889436,1825.0,100,0.6,100,
103,18,0.2545459000000001,107.48359937195322,1927.0,100,0.6,100,
104,19,0.26814610000000094,107.48359937195322,2028.0,100,0.6,100,
105,20,0.28066990000000125,107.48359937195322,2129.0,100,0.6,100,
106,21,0.3002229000000014,107.48359937195322,2230.0,100,0.6,100,
107,22,0.31292030000000004,107.48359937195322,2331.0,100,0.6,100,
108,23,0.32549830000000135,103.65790631629284,2433.0,100,0.6,100,
109,24,0.33812130000000096,103.65790631629284,2534.0,100,0.6,100,
110,25,0.3514040999999999,103.65790631629284,2635.0,100,0.6,100,
111,26,0.36672680000000035,103.65790631629284,2736.0,100,0.6,100,
112,27,0.37972670000000086,103.65790631629284,2837.0,100,0.6,100,
113,28,0.3935088000000011,103.65790631629284,2938.0,100,0.6,100,
114,29,0.40653960000000033,103.65790631629284,3039.0,100,0.6,100,
115,30,0.42190120000000064,102.67129277823362,3141.0,100,0.6,100,
116,31,0.4350215000000013,102.67129277823362,3242.0,100,0.6,100,
117,32,0.4477808000000003,100.94928514066645,3344.0,100,0.6,100,
118,33,0.46062090000000033,100.94928514066645,3445.0,100,0.6,100,
119,34,0.47585740000000065,100.94928514066645,3546.0,100,0.6,100,
120,35,0.48837940000000124,100.91008057087251,3648.0,100,0.6,100,
121,36,0.5027792000000009,100.91008057087251,3749.0,100,0.6,100,
122,37,0.5165350000000011,100.91008057087251,3850.0,100,0.6,100,
123,38,0.5299450000000014,100.91008057087251,3951.0,100,0.6,100,
124,39,0.5425315000000008,100.22800130014637,4053.0,100,0.6,100,
125,40,0.5552561000000011,99.95070180183625,4155.0,100,0.6,100,
126,41,0.5680130999999999,99.55374538247413,4257.0,100,0.6,100,
127,42,0.5808483000000013,98.58429246989299,4359.0,100,0.6,100,
128,43,0.5946132000000013,97.83173774490695,4461.0,100,0.6,100,
129,44,0.6099644000000009,97.83173774490695,4562.0,100,0.6,100,
130,45,0.6226251000000005,97.83173774490695,4663.0,100,0.6,100,
131,46,0.6366738999999999,97.11045390438689,4765.0,100,0.6,100,
132,47,0.6492560000000012,97.11045390438689,4866.0,100,0.6,100,
133,48,0.6620923000000012,97.11045390438689,4967.0,100,0.6,100,
134,49,0.6757629999999999,95.4667450741335,5069.0,100,0.6,100,
135,50,0.6894496000000014,95.4667450741335,5170.0,100,0.6,100,
136,51,0.7087710000000005,95.4667450741335,5271.0,100,0.6,100,
137,52,0.7223047999999999,95.4667450741335,5372.0,100,0.6,100,
138,53,0.7377736000000006,95.4667450741335,5473.0,100,0.6,100,
139,54,0.7523904000000012,95.4667450741335,5574.0,100,0.6,100,
140,55,0.7657794000000013,95.12789792040543,5676.0,100,0.6,100,
141,56,0.7785761000000004,95.12789792040543,5777.0,100,0.6,100,
142,57,0.7911810000000017,93.380789422251,5879.0,100,0.6,100,
143,58,0.8038240999999999,93.380789422251,5980.0,100,0.6,100,
144,59,0.8171737999999991,92.86360925306232,6082.0,100,0.6,100,
145,60,0.003836500000002019,92.86360925306232,6183.0,100,0.6,100,
146,61,0.024110600000000204,92.86360925306232,6284.0,100,0.6,100,
147,62,0.03722580000000164,92.86360925306232,6385.0,100,0.6,100,
148,63,0.05141079999999931,92.86360925306232,6486.0,100,0.6,100,
149,64,0.06609150000000241,92.86360925306232,6587.0,100,0.6,100,
150,65,0.07899490000000142,92.86360925306232,6688.0,100,0.6,100,
151,66,0.09352100000000263,91.21990042280893,6790.0,100,0.6,100,
152,67,0.10754900000000234,91.21990042280893,6891.0,100,0.6,100,
153,68,0.12043560000000042,91.21990042280893,6992.0,100,0.6,100,
154,69,0.13306320000000227,91.21990042280893,7093.0,100,0.6,100,
155,70,0.14974929999999986,91.21990042280893,7194.0,100,0.6,100,
156,71,0.17023430000000062,91.21990042280893,7295.0,100,0.6,100,
157,72,0.18299060000000011,91.21990042280893,7396.0,100,0.6,100,
158,73,0.19729320000000072,91.21990042280893,7497.0,100,0.6,100,
159,74,0.21300820000000087,91.21990042280893,7598.0,100,0.6,100,
160,75,0.22704590000000024,89.98469180164318,7700.0,100,0.6,100,
161,76,0.2411709000000002,89.98469180164318,7801.0,100,0.6,100,
162,77,0.2546360000000014,84.52612557419755,7903.0,100,0.6,100,
163,78,0.2678848000000009,84.52612557419755,8004.0,100,0.6,100,
164,79,0.28146600000000177,84.52612557419755,8105.0,100,0.6,100,
165,80,0.294504400000001,84.52612557419755,8206.0,100,0.6,100,
166,81,0.3189086000000003,84.52612557419755,8307.0,100,0.6,100,
167,82,0.3331551000000026,84.52612557419755,8408.0,100,0.6,100,
168,83,0.34678639999999916,84.52612557419754,8510.0,100,0.6,100,
169,84,0.36113570000000195,84.52612557419754,8611.0,100,0.6,100,
170,85,0.004201299999998298,84.52612557419754,8712.0,100,0.6,100,
171,86,0.0230567999999991,79.61843247601172,8814.0,100,0.6,100,
172,87,0.036821999999997246,79.61843247601172,8915.0,100,0.6,100,
173,88,0.049421099999999996,79.61843247601172,9016.0,100,0.6,100,
174,89,0.06245479999999759,79.61843247601172,9117.0,100,0.6,100,
175,90,0.07840530000000001,79.61843247601172,9218.0,100,0.6,100,
176,91,0.090989399999998,79.61843247601172,9319.0,100,0.6,100,
177,92,0.10388969999999986,79.61843247601172,9420.0,100,0.6,100,
178,93,0.11713759999999951,79.61843247601172,9521.0,100,0.6,100,
179,94,0.1295940999999985,79.61843247601172,9622.0,100,0.6,100,
180,95,0.14445819999999898,79.61843247601172,9723.0,100,0.6,100,
181,96,0.16494579999999814,79.61843247601172,9824.0,100,0.6,100,
182,0,0.0036193999999998283,182.4047677062297,100.0,100,0.8,100,
183,1,0.02139179999999996,147.72441400499065,202.0,100,0.8,100,
184,2,0.03462440000000022,146.97702189645213,304.0,100,0.8,100,
185,3,0.04796289999999992,127.48639300612746,406.0,100,0.8,100,
186,4,0.06269090000000155,127.48639300612746,507.0,100,0.8,100,
187,5,0.07630990000000004,127.48639300612746,608.0,100,0.8,100,
188,6,0.09013090000000012,109.16719545328014,710.0,100,0.8,100,
189,7,0.1046168999999999,109.16719545328014,811.0,100,0.8,100,
190,8,0.11775370000000152,108.62987626528938,913.0,100,0.8,100,
191,9,0.13045600000000057,108.62987626528938,1014.0,100,0.8,100,
192,10,0.14286810000000116,102.99670267337532,1116.0,100,0.8,100,
193,11,0.16206500000000013,97.1188483926356,1218.0,100,0.8,100,
194,12,0.17575930000000106,97.1188483926356,1319.0,100,0.8,100,
195,13,0.18829780000000085,97.1188483926356,1420.0,100,0.8,100,
196,14,0.20129640000000038,97.1188483926356,1521.0,100,0.8,100,
197,15,0.216288500000001,97.1188483926356,1622.0,100,0.8,100,
198,16,0.22902850000000008,97.1188483926356,1723.0,100,0.8,100,
199,17,0.2415571000000014,97.1188483926356,1824.0,100,0.8,100,
200,18,0.2545459000000001,97.1188483926356,1925.0,100,0.8,100,
201,19,0.26814610000000094,97.1188483926356,2026.0,100,0.8,100,
202,20,0.28066990000000125,97.1188483926356,2127.0,100,0.8,100,
203,21,0.3002229000000014,97.1188483926356,2228.0,100,0.8,100,
204,0,0.0036193999999998283,182.4047677062297,200.0,200,0.2,100,
205,1,0.02139179999999996,145.20784107394675,402.0,200,0.2,100,
206,2,0.03462440000000022,141.23714581245264,604.0,200,0.2,100,
207,3,0.04796289999999992,131.12826009948088,806.0,200,0.2,100,
208,4,0.06269090000000155,119.90408565089729,1008.0,200,0.2,100,
209,5,0.07630990000000004,119.90408565089729,1209.0,200,0.2,100,
210,6,0.09013090000000012,119.71050133025841,1411.0,200,0.2,100,
211,7,0.1046168999999999,115.46553083253929,1613.0,200,0.2,100,
212,8,0.11775370000000152,113.06178199959831,1815.0,200,0.2,100,
213,9,0.13045600000000057,113.06178199959831,2016.0,200,0.2,100,
214,10,0.14286810000000116,107.00914515297961,2218.0,200,0.2,100,
215,11,0.16206500000000013,107.00914515297961,2419.0,200,0.2,100,
216,12,0.17575930000000106,107.00914515297961,2620.0,200,0.2,100,
217,13,0.18829780000000085,98.35771966004225,2822.0,200,0.2,100,
218,14,0.20129640000000038,98.35771966004225,3023.0,200,0.2,100,
219,15,0.216288500000001,98.35771966004225,3224.0,200,0.2,100,
220,16,0.22902850000000008,98.35771966004225,3425.0,200,0.2,100,
221,17,0.2415571000000014,98.35771966004225,3626.0,200,0.2,100,
222,18,0.2545459000000001,94.95118467462906,3828.0,200,0.2,100,
223,19,0.26814610000000094,93.56064149445449,4030.0,200,0.2,100,
224,20,0.28066990000000125,93.56064149445449,4231.0,200,0.2,100,
225,21,0.3002229000000014,93.56064149445449,4432.0,200,0.2,100,
226,22,0.31292030000000004,93.26664588532168,4634.0,200,0.2,100,
227,23,0.32549830000000135,90.79218573842911,4836.0,200,0.2,100,
228,24,0.33812130000000096,88.98857126942812,5038.0,200,0.2,100,
229,25,0.3514040999999999,88.98857126942812,5239.0,200,0.2,100,
230,26,0.36672680000000035,88.98857126942812,5440.0,200,0.2,100,
231,27,0.37972670000000086,88.90905613955796,5642.0,200,0.2,100,
232,28,0.3935088000000011,88.90905613955796,5843.0,200,0.2,100,
233,29,0.40653960000000033,88.90905613955796,6044.0,200,0.2,100,
234,30,0.42190120000000064,88.3426968930681,6246.0,200,0.2,100,
235,31,0.4350215000000013,88.3426968930681,6447.0,200,0.2,100,
236,32,0.4477808000000003,85.86500270821034,6649.0,200,0.2,100,
237,33,0.46062090000000033,85.86500270821034,6850.0,200,0.2,100,
238,34,0.47585740000000065,85.86500270821034,7051.0,200,0.2,100,
239,35,0.48837940000000124,84.61769703886685,7253.0,200,0.2,100,
240,36,0.5027792000000009,84.61769703886685,7454.0,200,0.2,100,
241,37,0.5165350000000011,84.61769703886685,7655.0,200,0.2,100,
242,38,0.5299450000000014,84.27920378619348,7857.0,200,0.2,100,
243,39,0.5425315000000008,82.47681753098217,8059.0,200,0.2,100,
244,40,0.5552561000000011,82.47681753098217,8260.0,200,0.2,100,
245,41,0.5680130999999999,82.47681753098217,8461.0,200,0.2,100,
246,42,0.5808483000000013,82.47681753098217,8662.0,200,0.2,100,
247,43,0.5946132000000013,82.47681753098217,8863.0,200,0.2,100,
248,44,0.6099644000000009,82.47681753098217,9064.0,200,0.2,100,
249,45,0.6226251000000005,80.17091751924305,9266.0,200,0.2,100,
250,46,0.6366738999999999,80.17091751924305,9467.0,200,0.2,100,
251,47,0.6492560000000012,80.17091751924305,9668.0,200,0.2,100,
252,48,0.6620923000000012,80.17091751924305,9869.0,200,0.2,100,
253,49,0.6757629999999999,78.56506954370909,10071.0,200,0.2,100,
254,50,0.6894496000000014,78.56506954370909,10272.0,200,0.2,100,
255,51,0.7087710000000005,78.56506954370909,10473.0,200,0.2,100,
256,52,0.7223047999999999,78.56506954370909,10674.0,200,0.2,100,
257,53,0.7377736000000006,78.56506954370909,10875.0,200,0.2,100,
258,54,0.7523904000000012,78.56506954370909,11076.0,200,0.2,100,
259,55,0.7657794000000013,78.56506954370909,11277.0,200,0.2,100,
260,56,0.7785761000000004,78.56506954370909,11478.0,200,0.2,100,
261,57,0.7911810000000017,77.43805837372999,11680.0,200,0.2,100,
262,58,0.8038240999999999,77.43805837372999,11881.0,200,0.2,100,
263,59,0.8171737999999991,77.43805837372999,12082.0,200,0.2,100,
264,60,0.003836500000002019,77.43805837372999,12283.0,200,0.2,100,
265,61,0.024110600000000204,77.43805837372999,12484.0,200,0.2,100,
266,62,0.03722580000000164,77.43805837372999,12685.0,200,0.2,100,
267,63,0.05141079999999931,77.43805837372999,12886.0,200,0.2,100,
268,64,0.06609150000000241,77.43805837372999,13087.0,200,0.2,100,
269,65,0.07899490000000142,77.43805837372999,13288.0,200,0.2,100,
270,66,0.09352100000000263,77.43805837372999,13489.0,200,0.2,100,
271,67,0.10754900000000234,77.43805837372999,13690.0,200,0.2,100,
272,0,0.0036193999999998283,182.4047677062297,200.0,200,0.4,100,
273,1,0.02139179999999996,145.20784107394675,402.0,200,0.4,100,
274,2,0.03462440000000022,128.70336758058392,604.0,200,0.4,100,
275,3,0.04796289999999992,128.70336758058392,805.0,200,0.4,100,
276,4,0.06269090000000155,128.70336758058392,1006.0,200,0.4,100,
277,5,0.07630990000000004,126.176318175137,1208.0,200,0.4,100,
278,6,0.09013090000000012,123.85992732348608,1410.0,200,0.4,100,
279,7,0.1046168999999999,115.7800238594661,1612.0,200,0.4,100,
280,8,0.11775370000000152,115.7800238594661,1813.0,200,0.4,100,
281,9,0.13045600000000057,115.7800238594661,2014.0,200,0.4,100,
282,10,0.14286810000000116,108.23567476098869,2216.0,200,0.4,100,
283,11,0.16206500000000013,108.23567476098869,2417.0,200,0.4,100,
284,12,0.17575930000000106,105.81523006144481,2619.0,200,0.4,100,
285,13,0.18829780000000085,105.81523006144481,2820.0,200,0.4,100,
286,14,0.20129640000000038,105.64679107533385,3022.0,200,0.4,100,
287,15,0.216288500000001,91.63280495106805,3224.0,200,0.4,100,
288,16,0.22902850000000008,91.63280495106805,3425.0,200,0.4,100,
289,17,0.2415571000000014,90.69881312578666,3627.0,200,0.4,100,
290,18,0.2545459000000001,90.69881312578666,3828.0,200,0.4,100,
291,19,0.26814610000000094,90.69881312578666,4029.0,200,0.4,100,
292,20,0.28066990000000125,90.69881312578666,4230.0,200,0.4,100,
293,21,0.3002229000000014,90.69881312578666,4431.0,200,0.4,100,
294,22,0.31292030000000004,90.69881312578666,4632.0,200,0.4,100,
295,23,0.32549830000000135,90.69881312578666,4833.0,200,0.4,100,
296,24,0.33812130000000096,90.69881312578666,5034.0,200,0.4,100,
297,25,0.3514040999999999,90.69881312578666,5235.0,200,0.4,100,
298,26,0.36672680000000035,83.58466560950325,5437.0,200,0.4,100,
299,27,0.37972670000000086,83.58466560950325,5638.0,200,0.4,100,
300,28,0.3935088000000011,83.58466560950325,5839.0,200,0.4,100,
301,29,0.40653960000000033,83.58466560950325,6040.0,200,0.4,100,
302,30,0.42190120000000064,83.58466560950325,6241.0,200,0.4,100,
303,31,0.4350215000000013,83.58466560950325,6442.0,200,0.4,100,
304,32,0.4477808000000003,83.58466560950325,6643.0,200,0.4,100,
305,33,0.46062090000000033,83.58466560950325,6844.0,200,0.4,100,
306,34,0.47585740000000065,78.81709712798533,7046.0,200,0.4,100,
307,35,0.48837940000000124,78.81709712798533,7247.0,200,0.4,100,
308,36,0.5027792000000009,78.81709712798533,7448.0,200,0.4,100,
309,37,0.5165350000000011,78.81709712798533,7649.0,200,0.4,100,
310,38,0.5299450000000014,78.81709712798533,7850.0,200,0.4,100,
311,39,0.5425315000000008,78.81709712798533,8051.0,200,0.4,100,
312,40,0.5552561000000011,78.81709712798533,8252.0,200,0.4,100,
313,41,0.5680130999999999,78.62055884830801,8454.0,200,0.4,100,
314,42,0.5808483000000013,78.62055884830801,8655.0,200,0.4,100,
315,43,0.5946132000000013,78.62055884830801,8856.0,200,0.4,100,
316,44,0.6099644000000009,74.70881086103492,9058.0,200,0.4,100,
317,45,0.6226251000000005,74.70881086103492,9259.0,200,0.4,100,
318,46,0.6366738999999999,74.70881086103492,9460.0,200,0.4,100,
319,47,0.6492560000000012,74.70881086103492,9661.0,200,0.4,100,
320,48,0.6620923000000012,74.70881086103492,9862.0,200,0.4,100,
321,49,0.6757629999999999,74.70881086103492,10063.0,200,0.4,100,
322,50,0.6894496000000014,74.70881086103492,10264.0,200,0.4,100,
323,51,0.7087710000000005,74.70881086103492,10465.0,200,0.4,100,
324,52,0.7223047999999999,74.70881086103492,10666.0,200,0.4,100,
325,53,0.7377736000000006,74.70881086103492,10867.0,200,0.4,100,
326,54,0.7523904000000012,73.29820950559315,11069.0,200,0.4,100,
327,55,0.7657794000000013,73.29820950559315,11270.0,200,0.4,100,
328,56,0.7785761000000004,73.29820950559315,11471.0,200,0.4,100,
329,57,0.7911810000000017,73.29820950559315,11672.0,200,0.4,100,
330,58,0.8038240999999999,73.29820950559315,11873.0,200,0.4,100,
331,59,0.8171737999999991,73.29820950559315,12074.0,200,0.4,100,
332,60,0.003836500000002019,73.29820950559315,12275.0,200,0.4,100,
333,61,0.024110600000000204,73.29820950559315,12476.0,200,0.4,100,
334,62,0.03722580000000164,73.29820950559315,12677.0,200,0.4,100,
335,63,0.05141079999999931,73.29820950559315,12878.0,200,0.4,100,
336,64,0.06609150000000241,73.29820950559315,13079.0,200,0.4,100,
337,0,0.0036193999999998283,182.4047677062297,200.0,200,0.6,100,
338,1,0.02139179999999996,145.20784107394675,402.0,200,0.6,100,
339,2,0.03462440000000022,144.4041367243271,604.0,200,0.6,100,
340,3,0.04796289999999992,127.91991595112364,806.0,200,0.6,100,
341,4,0.06269090000000155,127.91991595112364,1007.0,200,0.6,100,
342,5,0.07630990000000004,125.2224492913519,1209.0,200,0.6,100,
343,6,0.09013090000000012,125.2224492913519,1410.0,200,0.6,100,
344,7,0.1046168999999999,125.2224492913519,1611.0,200,0.6,100,
345,8,0.11775370000000152,121.66146438484144,1813.0,200,0.6,100,
346,9,0.13045600000000057,118.97001410215128,2015.0,200,0.6,100,
347,10,0.14286810000000116,115.16159907393862,2217.0,200,0.6,100,
348,11,0.16206500000000013,115.16159907393862,2418.0,200,0.6,100,
349,12,0.17575930000000106,108.45144728396745,2620.0,200,0.6,100,
350,13,0.18829780000000085,108.45144728396745,2821.0,200,0.6,100,
351,14,0.20129640000000038,108.45144728396745,3022.0,200,0.6,100,
352,15,0.216288500000001,108.45144728396745,3223.0,200,0.6,100,
353,16,0.22902850000000008,108.45144728396745,3424.0,200,0.6,100,
354,17,0.2415571000000014,108.45144728396745,3625.0,200,0.6,100,
355,18,0.2545459000000001,103.12279996870095,3827.0,200,0.6,100,
356,19,0.26814610000000094,103.12279996870095,4028.0,200,0.6,100,
357,20,0.28066990000000125,98.71376627256542,4230.0,200,0.6,100,
358,21,0.3002229000000014,98.71376627256542,4431.0,200,0.6,100,
359,22,0.31292030000000004,98.71376627256542,4632.0,200,0.6,100,
360,23,0.32549830000000135,98.04448519014227,4834.0,200,0.6,100,
361,24,0.33812130000000096,98.04448519014227,5035.0,200,0.6,100,
362,25,0.3514040999999999,92.046276853679,5237.0,200,0.6,100,
363,26,0.36672680000000035,92.046276853679,5438.0,200,0.6,100,
364,27,0.37972670000000086,92.046276853679,5639.0,200,0.6,100,
365,28,0.3935088000000011,92.046276853679,5840.0,200,0.6,100,
366,29,0.40653960000000033,92.046276853679,6041.0,200,0.6,100,
367,30,0.42190120000000064,92.046276853679,6242.0,200,0.6,100,
368,31,0.4350215000000013,92.046276853679,6443.0,200,0.6,100,
369,32,0.4477808000000003,92.046276853679,6644.0,200,0.6,100,
370,33,0.46062090000000033,92.046276853679,6845.0,200,0.6,100,
371,34,0.47585740000000065,92.046276853679,7046.0,200,0.6,100,
372,35,0.48837940000000124,92.046276853679,7247.0,200,0.6,100,
373,0,0.0036193999999998283,182.4047677062297,200.0,200,0.8,100,
374,1,0.02139179999999996,142.30044626973097,402.0,200,0.8,100,
375,2,0.03462440000000022,132.28065917310917,604.0,200,0.8,100,
376,3,0.04796289999999992,125.940082507441,806.0,200,0.8,100,
377,4,0.06269090000000155,125.940082507441,1007.0,200,0.8,100,
378,5,0.07630990000000004,121.81311380786636,1209.0,200,0.8,100,
379,6,0.09013090000000012,121.81311380786636,1410.0,200,0.8,100,
380,7,0.1046168999999999,119.59791782016732,1612.0,200,0.8,100,
381,8,0.11775370000000152,118.45382773446718,1814.0,200,0.8,100,
382,9,0.13045600000000057,118.45382773446718,2015.0,200,0.8,100,
383,10,0.14286810000000116,107.05554300832418,2217.0,200,0.8,100,
384,11,0.16206500000000013,107.05554300832418,2418.0,200,0.8,100,
385,12,0.17575930000000106,107.05554300832418,2619.0,200,0.8,100,
386,13,0.18829780000000085,107.05554300832418,2820.0,200,0.8,100,
387,14,0.20129640000000038,107.05554300832418,3021.0,200,0.8,100,
388,15,0.216288500000001,107.05554300832418,3222.0,200,0.8,100,
389,16,0.22902850000000008,107.05554300832418,3423.0,200,0.8,100,
390,17,0.2415571000000014,107.05554300832418,3624.0,200,0.8,100,
391,18,0.2545459000000001,107.05554300832418,3825.0,200,0.8,100,
392,19,0.26814610000000094,107.05554300832418,4026.0,200,0.8,100,
393,20,0.28066990000000125,107.05554300832418,4227.0,200,0.8,100,
394,0,0.0036193999999998283,182.4047677062297,300.0,300,0.2,100,
395,1,0.02139179999999996,130.86821507293337,602.0,300,0.2,100,
396,2,0.03462440000000022,130.86821507293337,903.0,300,0.2,100,
