,Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
133,50,150.48742440464974,1121,0.8149883000296541,"[1, 6, 14, 17, 15, 8, 13, 2, 18, 4, 11, 19, 5, 10, 9, 7, 16, 3, 0, 12]",15,100,9
134,100,131.8643366459288,1178,0.8440088999923319,"[1, 6, 14, 17, 15, 8, 9, 11, 18, 4, 2, 12, 10, 13, 19, 16, 7, 3, 0, 5]",15,100,9
135,0,227.3397183516238,1178,0.8598139000241645,"[18, 0, 19, 1, 7, 17, 10, 13, 9, 14, 11, 15, 12, 8, 6, 4, 2, 3, 16, 5]",15,100,10
136,10,167.8873578654826,1195,0.8782663000165485,"[18, 0, 14, 6, 7, 17, 10, 13, 8, 16, 11, 3, 9, 12, 1, 4, 2, 19, 15, 5]",15,100,10
137,20,160.29993903755602,1209,0.8965257999952883,"[11, 0, 19, 6, 7, 17, 10, 13, 8, 16, 18, 3, 2, 12, 1, 4, 14, 9, 15, 5]",15,100,10
138,50,137.64377958128927,1245,0.9222030999953859,"[11, 0, 17, 6, 7, 19, 10, 12, 14, 16, 13, 5, 2, 18, 1, 4, 9, 8, 15, 3]",15,100,10
139,100,132.95807254326445,1298,0.9522049000370316,"[11, 0, 17, 6, 16, 19, 10, 5, 14, 7, 13, 2, 12, 18, 1, 4, 9, 8, 15, 3]",15,100,10
140,0,202.13805125898858,1298,0.968451599997934,"[9, 17, 10, 14, 8, 18, 1, 6, 16, 7, 12, 19, 15, 11, 5, 3, 2, 0, 13, 4]",15,100,11
141,10,156.26156008245326,1314,0.9889218999887817,"[2, 13, 8, 14, 1, 0, 3, 6, 16, 7, 12, 19, 15, 11, 5, 10, 9, 18, 17, 4]",15,100,11
142,20,145.84197308235312,1325,1.0082265000091866,"[2, 13, 8, 14, 17, 0, 3, 6, 16, 7, 12, 19, 15, 11, 5, 10, 9, 18, 1, 4]",15,100,11
143,50,143.54651979211295,1358,1.0329932000022382,"[2, 13, 8, 14, 17, 0, 3, 7, 16, 6, 12, 19, 10, 5, 11, 15, 9, 18, 1, 4]",15,100,11
144,100,131.9258522040608,1413,1.0643442000146024,"[2, 15, 8, 14, 17, 11, 0, 7, 16, 6, 12, 18, 10, 5, 3, 9, 13, 19, 1, 4]",15,100,11
145,0,234.21627903450909,1413,1.0809863000176847,"[19, 3, 14, 8, 10, 13, 0, 1, 18, 15, 4, 6, 12, 5, 16, 17, 9, 2, 7, 11]",15,100,12
146,10,219.30598725559798,1428,1.1024744000169449,"[14, 18, 19, 8, 10, 13, 0, 1, 3, 15, 12, 5, 16, 6, 4, 17, 9, 2, 7, 11]",15,100,12
147,20,158.34938438253258,1442,1.1238979999907315,"[0, 18, 15, 8, 10, 5, 14, 1, 3, 19, 9, 13, 16, 6, 4, 17, 12, 2, 7, 11]",15,100,12
148,50,140.0898797293307,1475,1.151642200013157,"[0, 18, 8, 15, 10, 19, 14, 7, 3, 5, 9, 13, 16, 6, 4, 17, 12, 2, 1, 11]",15,100,12
149,100,116.74547117006321,1533,1.184960399987176,"[0, 10, 8, 15, 9, 3, 5, 6, 19, 13, 2, 4, 16, 7, 14, 17, 12, 18, 1, 11]",15,100,12
150,0,181.94134999662845,1533,1.2035938000190072,"[10, 8, 11, 17, 5, 13, 15, 3, 2, 12, 16, 19, 1, 18, 4, 9, 14, 6, 7, 0]",15,100,13
151,10,168.15872121725374,1546,1.2241778000025079,"[10, 15, 11, 17, 5, 3, 8, 13, 2, 12, 16, 14, 1, 18, 4, 9, 19, 6, 7, 0]",15,100,13
